ieta_,iphi_,iz_,coeff_
-84,166,0,1.06971
-84,167,0,1.08603
-84,168,0,2.08583
-84,169,0,0.95667
-84,170,0,1.13621
-84,171,0,1.10199
-84,172,0,1.08526
-84,173,0,1.13325
-84,174,0,1.22545
-84,175,0,1.12552
-84,176,0,1.27042
-84,177,0,1.06903
-84,178,0,1.08781
-84,179,0,1.12347
-84,180,0,1.03608
-84,181,0,1.27340
-84,182,0,1.19341
-84,183,0,1.12750
-84,184,0,1.31864
-84,185,0,1.17210
-84,186,0,1.43740
-84,187,0,1.31445
-84,188,0,1.17156
-84,189,0,1.27208
-84,190,0,1.31578
-84,191,0,1.01020
-84,192,0,1.01020
-84,193,0,1.01020
-84,194,0,1.01020
-84,195,0,1.01020
-84,196,0,1.25424
-84,197,0,1.14709
-84,198,0,1.41948
-84,199,0,1.21542
-84,200,0,1.45244
-84,201,0,0.79473
-84,202,0,0.97425
-84,203,0,0.95939
-84,204,0,0.91433
-84,205,0,0.91006
-84,206,0,0.80461
-84,207,0,0.92205
-84,208,0,0.82359
-84,209,0,0.87030
-84,210,0,0.84112
-84,211,0,0.83280
-84,212,0,0.81621
-84,213,0,0.79951
-84,214,0,0.78646
-84,215,0,0.79375
-84,216,0,0.83522
-84,217,0,0.84234
-84,218,0,0.87022
-84,219,0,0.77121
-84,220,0,0.98411
-84,221,0,0.95537
-84,222,0,0.96816
-84,223,0,0.92678
-84,224,0,0.94820
-84,225,0,0.92826
-84,226,0,0.86617
-84,227,0,0.95654
-84,228,0,0.86617
-84,229,0,1.02551
-84,230,0,1.02482
-84,231,0,0.97633
-84,232,0,1.06571
-84,233,0,1.00636
-84,234,0,1.03763
-84,235,0,1.04209
-84,236,0,0.85434
-84,237,0,0.90740
-84,238,0,1.01157
-84,239,0,1.08425
-84,240,0,0.99289
-84,241,0,1.04428
-84,242,0,0.90761
-84,243,0,1.03593
-84,244,0,1.15968
-84,245,0,0.83648
-84,246,0,1.31529
-84,247,0,1.06621
-84,248,0,1.17081
-84,249,0,1.17635
-84,250,0,1.24645
-84,251,0,0.93354
-84,252,0,0.89822
-84,253,0,0.92755
-84,254,0,0.87917
-84,255,0,0.96833
-84,256,0,1.02826
-84,257,0,0.96533
-84,258,0,0.96630
-84,259,0,0.87525
-84,260,0,1.05461
-84,261,0,0.84422
-84,262,0,0.78225
-84,263,0,0.75661
-84,264,0,0.71030
-84,265,0,0.75225
-84,266,0,0.75889
-84,267,0,0.76383
-84,268,0,0.85214
-84,269,0,0.74321
-84,270,0,0.81475
-84,271,0,0.76145
-84,272,0,0.91177
-84,273,0,0.77807
-84,274,0,0.85975
-84,275,0,0.75981
-84,276,0,0.79965
-84,277,0,0.75309
-84,278,0,0.83402
-84,279,0,0.82841
-84,280,0,0.98299
-84,281,0,1.02253
-84,282,0,0.99376
-84,283,0,0.88846
-84,284,0,1.03463
-84,285,0,0.92140
-84,286,0,1.00735
-84,287,0,0.92784
-84,288,0,1.02940
-84,289,0,0.93213
-84,290,0,0.99072
-84,291,0,0.78949
-84,292,0,0.97979
-84,293,0,0.83574
-84,294,0,1.05953
-84,295,0,0.92461
-84,296,0,0.91620
-84,297,0,0.87762
-84,298,0,0.94800
-84,299,0,0.84655
-84,300,0,0.78516
-84,301,0,1.09615
-84,302,0,1.23564
-84,303,0,1.33059
-84,304,0,1.35875
-84,305,0,1.24809
-84,306,0,1.25358
-84,307,0,1.32511
-84,308,0,1.23707
-84,309,0,1.18000
-84,310,0,1.20014
-84,311,0,1.28546
-84,312,0,1.27877
-84,313,0,1.18538
-84,314,0,1.24316
-84,315,0,1.10573
-84,316,0,1.17663
-84,317,0,1.17865
-84,318,0,1.26599
-84,319,0,1.20754
-84,320,0,1.43833
-84,321,0,1.07113
-84,322,0,1.06986
-84,323,0,1.14879
-84,324,0,1.01669
-84,325,0,1.03372
-84,326,0,1.20587
-84,327,0,1.05806
-84,328,0,1.12768
-84,329,0,1.34579
-84,330,0,1.09170
-84,331,0,1.17076
-84,332,0,1.04621
-84,333,0,1.27364
-84,334,0,1.14186
-84,335,0,1.21277
-84,336,0,1.09463
-84,337,0,1.13683
-84,338,0,1.07200
-84,339,0,1.10975
-84,340,0,1.11582
-84,341,0,0.85688
-84,342,0,0.90068
-84,343,0,0.91675
-84,344,0,0.89848
-84,345,0,0.88360
-84,346,0,0.86278
-84,347,0,0.96061
-84,348,0,0.88488
-84,349,0,0.92624
-84,350,0,0.95978
-84,351,0,0.86280
-84,352,0,0.90933
-84,353,0,1.00438
-84,354,0,0.94040
-84,355,0,0.92089
-84,356,0,1.02186
-84,357,0,0.97947
-84,358,0,0.90707
-84,359,0,0.95377
-84,360,0,0.94940
-83,1,0,1.03809
-83,2,0,0.99496
-83,3,0,0.97087
-83,4,0,1.03885
-83,5,0,1.07945
-83,6,0,1.08768
-83,7,0,0.97317
-83,8,0,1.00832
-83,9,0,0.97910
-83,10,0,1.06032
-83,11,0,1.05811
-83,12,0,0.94899
-83,13,0,1.02357
-83,14,0,1.00334
-83,15,0,1.06113
-83,16,0,0.99815
-83,17,0,1.03408
-83,18,0,0.95474
-83,19,0,1.03796
-83,20,0,1.00704
-83,21,0,1.03278
-83,22,0,0.95290
-83,23,0,0.87854
-83,24,0,1.00740
-83,25,0,1.01644
-83,26,0,0.93075
-83,27,0,0.99517
-83,28,0,0.92812
-83,29,0,0.94099
-83,30,0,0.91113
-83,31,0,0.92798
-83,32,0,0.86013
-83,33,0,0.96033
-83,34,0,0.91008
-83,35,0,0.87725
-83,36,0,1.00747
-83,37,0,0.97180
-83,38,0,0.87691
-83,39,0,0.91349
-83,40,0,0.87975
-83,41,0,1.36317
-83,42,0,0.98336
-83,43,0,0.93822
-83,44,0,1.06183
-83,45,0,1.15513
-83,46,0,0.90702
-83,47,0,0.85530
-83,48,0,0.89807
-83,49,0,0.87073
-83,50,0,0.94419
-83,51,0,0.87072
-83,52,0,0.87699
-83,53,0,0.86936
-83,54,0,0.85920
-83,55,0,0.91376
-83,56,0,0.87836
-83,57,0,0.87970
-83,58,0,0.88221
-83,59,0,0.87268
-83,60,0,0.84579
-83,61,0,1.00648
-83,62,0,0.98569
-83,63,0,1.01503
-83,64,0,1.02036
-83,65,0,1.04989
-83,66,0,0.87381
-83,67,0,0.84510
-83,68,0,0.89385
-83,69,0,0.82614
-83,70,0,0.94820
-83,71,0,0.88086
-83,72,0,1.01853
-83,73,0,0.97390
-83,74,0,0.87586
-83,75,0,0.91316
-83,76,0,0.88751
-83,77,0,0.83486
-83,78,0,0.89286
-83,79,0,0.82673
-83,80,0,0.83849
-83,81,0,0.89105
-83,82,0,0.96815
-83,83,0,0.93400
-83,84,0,0.94991
-83,85,0,0.91504
-83,86,0,0.86900
-83,87,0,0.91082
-83,88,0,0.90636
-83,89,0,0.97650
-83,90,0,0.86143
-83,91,0,1.00853
-83,92,0,0.92619
-83,93,0,1.04974
-83,94,0,0.98170
-83,95,0,0.93762
-83,96,0,0.96577
-83,97,0,0.92932
-83,98,0,0.98505
-83,99,0,0.98771
-83,100,0,1.00939
-83,101,0,0.90592
-83,102,0,0.94839
-83,103,0,0.85191
-83,104,0,0.88314
-83,105,0,0.90064
-83,106,0,0.90344
-83,107,0,0.90222
-83,108,0,0.87434
-83,109,0,0.89822
-83,110,0,0.89950
-83,111,0,0.91799
-83,112,0,0.81033
-83,113,0,1.03995
-83,114,0,0.91573
-83,115,0,0.85997
-83,116,0,0.84067
-83,117,0,0.90057
-83,118,0,0.82448
-83,119,0,0.96382
-83,120,0,0.89903
-83,121,0,1.21804
-83,122,0,1.18233
-83,123,0,1.14138
-83,124,0,1.10560
-83,125,0,1.09601
-83,126,0,1.06696
-83,127,0,1.14924
-83,128,0,1.06008
-83,129,0,1.14851
-83,130,0,1.09509
-83,131,0,0.99308
-83,132,0,1.05008
-83,133,0,1.00878
-83,134,0,1.02082
-83,135,0,0.92631
-83,136,0,0.94871
-83,137,0,1.08073
-83,138,0,1.06294
-83,139,0,1.12400
-83,140,0,1.07340
-83,141,0,1.08411
-83,142,0,0.98321
-83,143,0,0.98125
-83,144,0,1.05566
-83,145,0,1.06805
-83,146,0,1.14566
-83,147,0,1.23769
-83,148,0,1.00719
-83,149,0,1.16585
-83,150,0,1.13650
-83,151,0,1.03909
-83,152,0,1.12024
-83,153,0,1.13101
-83,154,0,1.00259
-83,155,0,1.05488
-83,156,0,1.08312
-83,157,0,1.05847
-83,158,0,1.15863
-83,159,0,1.09297
-83,160,0,1.05113
-83,161,0,1.06647
-83,162,0,1.05254
-83,163,0,1.07589
-83,164,0,1.15736
-83,165,0,1.17466
-83,166,0,1.11712
-83,167,0,1.07404
-83,168,0,1.15994
-83,169,0,0.98567
-83,170,0,1.23749
-83,171,0,1.13493
-83,172,0,1.22372
-83,173,0,1.08802
-83,174,0,1.25174
-83,175,0,1.19086
-83,176,0,1.24369
-83,177,0,1.15715
-83,178,0,1.17186
-83,179,0,1.19528
-83,180,0,1.11635
-83,181,0,1.16768
-83,182,0,1.14752
-83,183,0,1.30976
-83,184,0,1.24875
-83,185,0,1.05700
-83,186,0,1.58662
-83,187,0,1.28754
-83,188,0,1.29877
-83,189,0,1.16314
-83,190,0,1.25127
-83,191,0,0.97952
-83,192,0,0.97952
-83,193,0,0.97952
-83,194,0,0.97952
-83,195,0,0.97952
-83,196,0,1.04998
-83,197,0,1.30647
-83,198,0,1.33278
-83,199,0,1.24655
-83,200,0,1.19803
-83,201,0,0.84459
-83,202,0,0.81753
-83,203,0,1.01812
-83,204,0,0.84532
-83,205,0,0.83332
-83,206,0,0.81501
-83,207,0,0.84442
-83,208,0,0.85289
-83,209,0,0.91253
-83,210,0,0.83422
-83,211,0,0.82194
-83,212,0,0.82065
-83,213,0,0.86594
-83,214,0,0.78330
-83,215,0,0.84068
-83,216,0,0.79951
-83,217,0,0.84024
-83,218,0,0.94714
-83,219,0,0.85579
-83,220,0,0.99646
-83,221,0,1.08857
-83,222,0,0.97644
-83,223,0,0.98317
-83,224,0,0.90700
-83,225,0,0.98539
-83,226,0,0.85493
-83,227,0,0.98605
-83,228,0,0.86015
-83,229,0,1.00786
-83,230,0,0.91658
-83,231,0,1.00712
-83,232,0,1.00024
-83,233,0,1.00577
-83,234,0,1.09782
-83,235,0,1.06001
-83,236,0,1.02595
-83,237,0,0.96661
-83,238,0,0.96522
-83,239,0,1.12417
-83,240,0,0.98786
-83,241,0,0.94031
-83,242,0,0.91281
-83,243,0,0.97670
-83,244,0,0.92662
-83,245,0,0.86958
-83,246,0,1.00806
-83,247,0,0.93863
-83,248,0,1.12499
-83,249,0,0.91416
-83,250,0,0.89058
-83,251,0,1.20515
-83,252,0,0.87382
-83,253,0,0.89715
-83,254,0,1.13771
-83,255,0,0.97326
-83,256,0,0.93666
-83,257,0,0.90183
-83,258,0,0.99703
-83,259,0,0.83763
-83,260,0,0.93317
-83,261,0,0.98025
-83,262,0,0.73590
-83,263,0,0.72593
-83,264,0,0.76788
-83,265,0,0.73655
-83,266,0,0.76549
-83,267,0,0.75062
-83,268,0,0.83357
-83,269,0,0.77768
-83,270,0,0.74826
-83,271,0,0.76792
-83,272,0,0.75345
-83,273,0,0.77741
-83,274,0,0.76618
-83,275,0,0.76097
-83,276,0,0.80887
-83,277,0,0.75261
-83,278,0,0.77366
-83,279,0,0.87840
-83,280,0,0.99193
-83,281,0,1.06418
-83,282,0,0.95267
-83,283,0,1.05077
-83,284,0,0.89992
-83,285,0,1.03702
-83,286,0,0.96884
-83,287,0,0.91421
-83,288,0,0.94755
-83,289,0,0.94882
-83,290,0,0.98130
-83,291,0,0.81375
-83,292,0,1.00394
-83,293,0,0.87350
-83,294,0,0.96760
-83,295,0,0.87433
-83,296,0,0.88845
-83,297,0,0.84042
-83,298,0,0.94251
-83,299,0,0.80115
-83,300,0,0.80886
-83,301,0,1.27044
-83,302,0,1.36103
-83,303,0,1.28799
-83,304,0,1.32433
-83,305,0,1.30652
-83,306,0,1.16359
-83,307,0,1.32512
-83,308,0,1.23250
-83,309,0,1.27379
-83,310,0,1.20098
-83,311,0,1.18816
-83,312,0,1.18295
-83,313,0,1.26281
-83,314,0,1.26788
-83,315,0,1.21512
-83,316,0,1.21892
-83,317,0,1.32473
-83,318,0,1.27604
-83,319,0,1.17974
-83,320,0,1.08472
-83,321,0,1.05393
-83,322,0,1.12366
-83,323,0,1.13366
-83,324,0,1.24295
-83,325,0,1.10407
-83,326,0,1.02404
-83,327,0,1.10971
-83,328,0,1.12424
-83,329,0,1.13359
-83,330,0,1.17351
-83,331,0,1.02561
-83,332,0,1.16629
-83,333,0,1.14767
-83,334,0,1.08401
-83,335,0,1.00596
-83,336,0,1.09380
-83,337,0,1.11079
-83,338,0,1.16190
-83,339,0,1.12810
-83,340,0,1.03090
-83,341,0,0.87720
-83,342,0,0.89652
-83,343,0,0.90200
-83,344,0,0.94190
-83,345,0,0.87495
-83,346,0,0.85107
-83,347,0,0.91909
-83,348,0,0.88463
-83,349,0,0.87646
-83,350,0,0.79063
-83,351,0,0.94043
-83,352,0,0.90524
-83,353,0,0.98949
-83,354,0,0.95603
-83,355,0,0.92288
-83,356,0,0.94130
-83,357,0,0.99904
-83,358,0,0.88848
-83,359,0,0.92085
-83,360,0,0.89764
-82,1,0,0.90779
-82,2,0,0.98761
-82,3,0,0.94850
-82,4,0,1.16873
-82,5,0,1.04122
-82,6,0,0.98443
-82,7,0,0.93393
-82,8,0,0.95297
-82,9,0,0.93761
-82,10,0,0.99091
-82,11,0,0.97761
-82,12,0,0.98250
-82,13,0,0.99506
-82,14,0,0.93366
-82,15,0,0.96563
-82,16,0,1.07137
-82,17,0,1.01683
-82,18,0,1.04383
-82,19,0,1.02145
-82,20,0,0.97510
-82,21,0,0.99272
-82,22,0,0.95889
-82,23,0,0.92709
-82,24,0,1.03877
-82,25,0,0.90202
-82,26,0,0.97187
-82,27,0,0.93228
-82,28,0,0.98083
-82,29,0,0.93440
-82,30,0,0.95171
-82,31,0,0.85923
-82,32,0,0.90591
-82,33,0,0.90967
-82,34,0,0.85034
-82,35,0,0.86645
-82,36,0,0.93329
-82,37,0,0.92245
-82,38,0,0.88612
-82,39,0,0.89817
-82,40,0,0.82080
-82,41,0,1.16543
-82,42,0,0.86197
-82,43,0,1.12496
-82,44,0,0.95651
-82,45,0,1.08184
-82,46,0,0.87840
-82,47,0,0.87157
-82,48,0,0.92351
-82,49,0,0.86591
-82,50,0,0.97236
-82,51,0,0.90639
-82,52,0,0.84367
-82,53,0,1.03748
-82,54,0,0.86968
-82,55,0,0.85334
-82,56,0,0.86465
-82,57,0,0.79644
-82,58,0,0.90263
-82,59,0,0.86459
-82,60,0,0.87421
-82,61,0,0.95119
-82,62,0,0.97236
-82,63,0,0.99298
-82,64,0,0.95102
-82,65,0,1.00379
-82,66,0,0.90656
-82,67,0,0.83460
-82,68,0,0.90418
-82,69,0,0.87835
-82,70,0,0.91336
-82,71,0,0.89249
-82,72,0,0.90807
-82,73,0,0.91834
-82,74,0,0.91812
-82,75,0,0.96718
-82,76,0,0.88177
-82,77,0,0.90438
-82,78,0,0.89337
-82,79,0,0.88628
-82,80,0,0.87052
-82,81,0,0.97051
-82,82,0,0.92541
-82,83,0,0.88998
